Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/explain,3670,0,160,198.0092841144497,39.143300000432646,2759.9957000002178,504.5465940054496,20.614644139423206,0.0,160,210,250,280,350,430,520,610,2600,2800,2800
,Aggregated,3670,0,160,198.0092841144497,39.143300000432646,2759.9957000002178,504.5465940054496,20.614644139423206,0.0,160,210,250,280,350,430,520,610,2600,2800,2800
